count,hate_speech,offensive_language,neither,class,class_label,clean_tweet_improved
3.0,1.0,2.0,0.0,1.0,Offensive Language,nigs still saying yall eat butt straight face
3.0,0.0,3.0,0.0,1.0,Offensive Language,boss ass bitch needs sit corner
3.0,0.0,3.0,0.0,1.0,Offensive Language,hes hoe
3.0,0.0,3.0,0.0,1.0,Offensive Language,paul thinkin bout gettin rentals weekend oooh bitches betta stay streets
6.0,0.0,6.0,0.0,1.0,Offensive Language,bitches hold nigga locked nigga college military different story
3.0,1.0,2.0,0.0,1.0,Offensive Language,friends hate ratchet hoe
3.0,1.0,2.0,0.0,1.0,Offensive Language,love niggas hoes
3.0,0.0,3.0,0.0,1.0,Offensive Language,hot meat sexy scally lad would love meet trainers
3.0,0.0,3.0,0.0,1.0,Offensive Language,sniff perved scally lad yeah
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches love sosa
4.0,0.0,3.0,1.0,1.0,Offensive Language,legit watched seconds wtf prob cause retarded smh
3.0,0.0,3.0,0.0,1.0,Offensive Language,name cat ideas pussy
3.0,0.0,2.0,1.0,1.0,Offensive Language,woof woof sexy thug boy scally
3.0,0.0,3.0,0.0,1.0,Offensive Language,see damn phone ringing married bitches makes demands havent called
3.0,0.0,3.0,0.0,1.0,Offensive Language,tevin favorite sophomore think hes funny hes really lmaoo hes little hoe
3.0,0.0,3.0,0.0,1.0,Offensive Language,sex positions call fucking soul outta bitch
3.0,2.0,1.0,0.0,0.0,Hate Speech,bored supposed cute faggot sometimes
3.0,0.0,0.0,3.0,2.0,Neither,mans trash another mans treasure
3.0,0.0,3.0,0.0,1.0,Offensive Language,type bad bitches thing iongotnotype
3.0,2.0,1.0,0.0,0.0,Hate Speech,lassen coach wants feel youll nig doubt
3.0,0.0,3.0,0.0,1.0,Offensive Language,god teeth gold chain white bitches cocaine
3.0,1.0,2.0,0.0,1.0,Offensive Language,hoe hoe shhhhh
3.0,0.0,3.0,0.0,1.0,Offensive Language,call rollers chiraq call thots across america known hoe
3.0,0.0,3.0,0.0,1.0,Offensive Language,gonna miss bitch bus driverno lie
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate bitches try put friendzone bitch tryin score put endzone soul
3.0,0.0,1.0,2.0,2.0,Neither,ashley young tried deny bird landed mouth hahaha
3.0,0.0,3.0,0.0,1.0,Offensive Language,yall gimped tht bitch huh
3.0,0.0,1.0,2.0,2.0,Neither,take ride woof woof
3.0,1.0,2.0,0.0,1.0,Offensive Language,god love victoria mitchell bitches love
